,fluxes
R_GSNt2m,0.0
R_GTHO,0.0
R_GTHOXti,0.0
R_GTHP,0.0
R_GTHS,0.0
R_GTMLT,0.0
R_GTPCII,0.0
R_GUAPRT,0.0
R_GUAt2r,0.0
R_GUAtm,0.0
R_RPI,-0.005877622640932585
R_H2Oter,-0.0013794019007141488
R_H2Otm,-6.90793409357746
R_TKT2,-0.00196288671012342
R_H2Otp,0.0
R_H2Otv,0.0
R_HACD10p,0.0
R_HACD4p,0.0
R_HACD5p,0.0
R_HACD6p,0.0
R_HACD7p,0.0
R_HACD8p,0.0
R_AGAT_SC,0.003548756960363744
R_HBZOPT6,0.0
R_HBZOPT6m,0.0
R_DAGPYP_SC,0.0008433289781607338
R_HCO3E,0.10691333139828732
R_HCO3Em,0.0
R_HCO3En,0.0
R_HCYSMT,0.0
R_HCYSt2p,0.0
R_HDCAt,0.0
R_HDCEAt,0.0
R_HETZK,0.0
R_HEX1,0.6699999999999999
R_HEX4,0.0
R_DASYN_SC,0.0024973373791780623
R_HGNTOR,0.0
R_GAT1_SC,0.003548756960363744
R_HISTD,0.00030189677073720606
R_HISTP,0.00030189677073720606
R_HISTRS,0.0
R_HISTRSm,0.0
R_HISt2m,0.0
R_HISt2r,0.0
R_HKYNH,0.0
R_HMBS,0.0
R_HMGCOAR,-0.008276411404284893
R_HMGCOAS,0.024855770451330115
R_HMGCOASm,0.0
R_HMGCOAtm,0.0
R_HMPK1,0.0
R_HPPKm,0.0
R_HPROa,0.0
R_HPROb,0.0
R_HPROxm,0.0
R_HPROym,0.0
R_HSDxi,0.001997895116549463
R_MFAPS_SC,0.001248543690265738
R_PETOHM_SC,0.001248543690265738
R_HSK,0.00174863924517152
R_HSTPT,0.00030189677073720606
R_HXANt2r,0.0
R_HXPRT,0.0
R_HYPOE,0.0
R_PINOS_SC,0.00027051781635955045
R_ICDHy,0.19867293618268492
R_PMETM_SC,0.001248543690265738
R_ICDHyp,0.0
R_ICL,0.0
R_ID3ACALDtm,0.0
R_IG3PS,0.00030189677073720606
R_IGPDH,0.00030189677073720606
R_PSERDm_SC,0.00210171520949532
R_PSERS_SC,0.002226819562818512
R_ILETAm,0.0
R_ILETRS,0.0
R_ILETRSm,0.0
R_ILEt2r,0.0
R_IMPC,-0.0042713093015537594
R_IMPD,0.002182612605283906
R_IND3ACtm,0.0
R_INDPYRD,0.0
R_INSK,0.0
R_ASPCTn,0.0028597010353024603
R_INSt2,0.0
R_IPCS124_SC,0.0
R_IPCS126_SC,0.0
R_IPCS224_SC,0.0
R_IPCS226_SC,0.0
R_IPCS324_SC,0.0
R_IPCS326_SC,0.0
R_IPDDI,0.0027588038014282976
R_DHORD4,0.0028597010353024603
R_DHORTSn,-0.0028597010353024603
R_OMPDC,0.0028597010353024603
R_IPPS,0.0
R_ORPT,-0.0028597010353024603
R_ITCOALm,0.0
R_TMDS,5.133173485983944e-05
R_ACS,0.0
R_KYN,0.0
R_KYN3OX,0.0
R_Kt2r,0.0
R_HCITSm,0.0015524711948390285
R_LEUTAm,0.0
R_LEUTRS,0.0
R_LEUTRSm,0.0
R_LEUt2r,0.0
R_LGTHL,0.0
R_C14STR,0.0013794019007141488
R_C24STRer,0.0012702429222905727
R_LPP_SC,0.0
R_LYSTRS,0.0
R_LYSTRSm,0.0
R_LYSt2m,0.0
R_LYSt2r,0.0
R_L_LACDm,0.0
R_L_LACt2r,0.0
R_M1PD,0.0
R_MACACI,0.0
R_MALOAAtp,0.0
R_MALSp,0.0
R_MALT,0.0
R_MALTt2,0.0
R_MALt2r,0.0
R_MALtm,-0.8433560855012985
R_C3STDH1,0.0013794019007141488
R_C3STDH2,0.0013794019007141488
R_C3STKR1,0.0013794019007141488
R_MANt2,0.0
R_C3STKR2,0.0013794019007141488
R_MCOATA,0.0
R_MCOATAm,0.0
R_C4STMO1,0.0013794019007141488
R_C4STMO2,0.0013794019007141488
R_MDHp,0.0
R_ME1m,0.0
R_ME2m,0.0
R_MELIBt2,0.0
R_METAT,0.005015873993087786
R_METB1,0.0
R_CHLSTI,0.0012702429222905727
R_METTRS,0.0
R_METTRSm,0.0
R_METt2m,0.0
R_METt2r,0.0
R_MEVK1,0.0
R_MEVK2,0.008276411404284893
R_MEVK3,0.0
R_DPMVD,0.008276411404284893
R_LNS14DM,0.0013794019007141488
R_MHPGLUT,0.0
R_MI1PP,0.00027051781635955045
R_MI1PS,0.00027051781635955045
R_MIP2CS124_SC,0.0
R_MIP2CS126_SC,0.0
R_MIP2CS226_SC,0.0
R_MIP2CS324_SC,0.0
R_MIP2CS326_SC,0.0
R_MLTHFtm,-0.006265233864500965
R_MMETt2,0.0
R_MOHMT,0.0
R_LNSTLS,0.0013794019007141488
R_MEVK4,0.0
R_PMEVK,0.008276411404284893
R_NABTNO,0.0
R_NADDPp,0.0
R_SQLEr,0.0013794019007141488
R_NADH2_u6m,1.825871223673299
R_NADK,0.0
R_NADKm,0.0
R_NADN,0.0
R_NADNm,0.0
R_NADPPPS,0.0
R_NADPPPSm,0.0
R_NADS1,0.0
R_NADS1m,0.0
R_NAPRT,0.0
R_NAPRTm,0.0
R_NAt3_1,0.0
R_NDP3,0.0
R_NDP3g,0.0
R_NDP4,0.0
R_NDPK1,0.0046244459469169065
R_NDPK2,0.02087987894613913
R_NDPK3,0.009447678406543649
R_NDPK4,0.0
R_NDPK5,0.0
R_NDPK6,0.0
R_NDPK7,0.0
R_NDPK8,0.0
R_NDPK9,0.01827847620324184
R_SQLS,0.0013794019007141488
R_AASAD2,0.0015524711948390285
R_NH4tp,0.0
R_NMNAT,0.0
R_NMNATm,0.0
R_NMNTP,0.0
R_NMNt2m,0.0
R_NMNt2p,0.0
R_NNAMr,0.0
R_NNAMrm,0.0
R_NNAT,0.0
R_NNATm,0.0
R_NNDPR,0.0
R_NNDPRm,0.0
R_NTD1,0.0
R_NTD10,0.0
R_NTD11,0.0
R_NTD2,0.0
R_NTD3,0.0
R_NTD4,0.0
R_NTD5,0.0
R_NTD6,0.0
R_NTD7,0.0
R_NTD8,0.0
R_NTD9,0.0
R_NTP3,0.0
R_NTP4,0.0
R_NTRLASE,0.0
R_NTRLASE2,0.0
R_NTRLASE3,0.0
R_AATA,0.0015524711948390285
R_HACNHm,0.0015524711948390285
R_HICITDm,0.0015524711948390285
R_OAAt2m,0.6515935779200703
R_MCITDm,0.0015524711948390285
R_OCDCAt,0.0
R_OCDCEAt,0.0
R_OCDCYAt,0.0
R_OCTDP_5tm,0.0
R_OHPBAT,0.0
R_OHPHM6n,0.0
R_OMBZLM6m,0.0
R_OXAGm,0.0015524711948390285
R_OMCDCm,0.0
R_OMMBLHX6m,0.0
R_SACCD1,0.0015524711948390285
R_OMPHHX6m,0.0
R_OPHBDC6,0.0
R_OPHHX6,0.0
R_ORNDC,0.0
R_ORNTA,0.0012118460713682235
R_SACCD2,0.0015524711948390285
R_ORNt2r,0.0
R_THRD_Lm,0.0005201286236272394
R_DOLPt2er,-0.0025357492506470534
R_ERGSTter,0.0012702429222905727
R_OXO2Ctm,0.0
R_P5CDm,0.0
R_ERGTETROLter,0.0012702429222905727
R_PAK_SC,0.0
R_PAN4Ptm,0.0
R_PANTS,0.0
R_PANTtm,0.0
R_G6Pter,0.0026496448230047213
R_PAPt,0.0
R_PAPtm,0.0
R_PAtm_SC,0.0
R_MANNANter,-0.0025357492506470534
R_PCLAD,0.0
R_PDE1,0.0
R_PDE2,0.0
R_PDE3,0.0
R_PDE4,0.0
R_PDE5,0.0
R_O2ter,0.0013794019007141488
R_PDX5PO,0.0
R_PETHCT,0.0
R_SQ23EPXter,0.0013794019007141488
R_PEtg_SC,0.0
R_PEtm_SC,-2.1017152094953204e-05
R_PEtv_SC,0.0
R_SQLter,0.0013794019007141488
R_PFK26,0.0
R_PFK_2,0.0
R_PFK_3,0.0
R_PGAMT,0.0
R_ATPS,0.0
R_CO2t,-2.544634337429483
R_GLCt1,0.6699999999999999
R_H2Ot,-2.2304167470949805
R_INSTt2,0.0
R_NH4t,0.06725104386414665
R_PGPPAm_SC,0.0
R_PHCDm,0.0
R_O2t,2.0
R_PHETRS,0.0
R_PHETRSm,0.0
R_PHEt2m,0.0
R_PHEt2r,0.0
R_PI3P4K_SC,0.0
R_PI45BPP_SC,0.0
R_PI4P5K_SC,0.0
R_PIN3K_SC,0.0
R_PIN4K_SC,0.0
R_PIN4Kn_SC,0.0
R_PIt2r,0.009534291549613083
R_PIt2m,4.043059295459823
R_SO4ti,0.0009910806102163344
R_PIt2p,0.0
R_2OXOADPtim,0.0015524711948390285
R_PIt2v,0.0
R_3C3HMPtm,-0.03424949519527718
R_PMDPHT,0.0
R_3MOBtm,-0.0010114585056779054
R_3MOPtm,-0.0005201286236272394
R_PMPK,0.0
R_PNTK,0.0
R_PNTOt2,0.0
R_POLYAO,0.0
R_POLYAO2,0.0
R_ATPtm_H,4.887113176563441
R_PPAm,0.0
R_PPBNGS,0.0
R_PPCDC,0.0
R_PPCK,0.0
R_PPM,0.0
R_PPNCL2,0.0
R_PPND,0.0
R_CITtam,-0.19797514058036594
R_CO2tm,-1.8282650166296717
R_PPPG9tm,0.0
R_PPPGOm,0.0
R_PRAGSr,0.003969412530816553
R_PRAIS,0.003969412530816553
R_NH4tm,-0.0036527455558777217
R_PRAMPC,0.00030189677073720606
R_PRASCS,0.003969412530816553
R_PRATPP,0.00030189677073720606
R_PRFGS,0.003969412530816553
R_PRMICIi,0.00030189677073720606
R_PRO1xm,0.0
R_PROTRS,0.0
R_PROt2r,0.0
R_PROtm,0.0
R_PRPPS,0.007142713748737027
R_PRPPtm,0.0
R_O2tm,1.9794286710050917
R_PSERDg_SC,0.0
R_ORNt3m,0.0019051055013728677
R_PSERDv_SC,0.0
R_PYRt2m,0.758437580335724
R_PSERSm_SC,0.0
R_THRt2m,0.0005201286236272394
R_PSPHPL,0.0
R_PSPHS,0.0
R_ASPt2n,0.0028597010353024603
R_PStg_SC,0.0
R_PStm_SC,2.1017152094953204e-05
R_PStv_SC,0.0
R_PTD1INOtn_SC,0.0
R_PTD4INOtn_SC,0.0
R_PTPATi,0.0
R_PTPATim,0.0
R_PTRCt2,0.0
R_PUNP1,0.0
R_PUNP1m,0.0
R_PUNP2,0.0
R_PUNP3,0.0
R_PUNP3m,0.0
R_PUNP4,0.0
R_PUNP5,0.0
R_PUNP6,0.0
R_PUNP7,0.0
R_PYAM5PO,0.0
R_PYDAMK,0.0
R_PYDXK,0.0
R_PYDXNK,0.0
R_PYDXNO,0.0
R_PYDXO,0.0
R_CBPtn,0.0028597010353024603
R_PYNP2r,0.0
R_PYR5CDm,0.0
R_PYRDC,0.4869357794318982
R_PYRt2,0.0
R_DHORtn,-0.0028597010353024603
R_PYRt2p,0.0
R_QULNtm,0.0
R_RBFK,0.0
R_RBFKm,0.0
R_RBFSa,0.0
R_RBFSb,0.0
R_RBK,0.0
R_RIBFLVt2,0.0
R_RIBFLVtm,0.0
R_RIBt2,0.0
R_H2Otn,0.0028597010353024603
R_RNDR1n,0.0
R_RNDR2,4.5765503346002485e-05
R_RNDR2n,0.0
R_RNDR3,0.0
R_RNDR3n,0.0
R_RNDR4,0.00010306017023922873
R_RNDR4n,0.0
R_RNTR1,4.5765503346002485e-05
R_RNTR2,0.0
R_RNTR3,0.0
R_PIt2n,-0.0028597010353024603
R_ANPRT,1.1703411880807934e-05
R_CHORM,0.0006860921904381697
R_CHORS,0.0006977956023189776
R_DDPA,0.0
R_SADT,0.0
R_SAM24MT,0.0
R_SBPP1,0.0
R_SBPP2,0.0
R_DHQS,0.0006977956023189776
R_SBTD_L,0.0
R_DHQTi,0.0006977956023189776
R_SBT_Dt,0.0
R_SBT_Lt,0.0
R_IGPS,1.1703411880807934e-05
R_SERD_L,0.0
R_SERPT,0.0
R_SERTRS,0.0
R_SERt2m,0.0031326169322504825
R_SERt2r,0.0
R_SFGTH,0.0
R_PHETA1,-0.00045906035994261127
R_PPND2,0.00022703183049555846
R_SHSL1,0.0
R_SHSL4r,0.0
R_SLCBK1,0.0
R_SLCBK2,0.0
R_PPNDH,0.00045906035994261127
R_PRAIi,1.1703411880807934e-05
R_SPMDAT1,0.0
R_SPMDt2,0.0
R_SPMS,0.0
R_SPRMS,0.0
R_SPRMti,0.0
R_PSCVTi,0.0006977956023189776
R_SHK3D,0.0006977956023189776
R_SHKK,0.0006977956023189776
R_TRPS1,1.1703411880807934e-05
R_SRB_Lt,0.0
R_SSALy,0.0
R_SUCCt2r,0.0
R_SUCCtm,0.0
R_SUCD1m,0.0
R_SUCD2_u6m,0.6453809449209325
R_SUCD3_u6m,0.0
R_SUCFUMtm,0.0
R_SUCOASm,-0.6453809449209325
R_ACHBSm,0.0005201286236272394
R_TALA,-0.0012650911078044428
R_THFATm,0.0
R_THFGLUS,0.0
R_THFtm,0.006213902129641125
R_THMDPe,0.0
R_THMDt2,0.0
R_THMP,0.0
R_THMPe,0.0
R_THMt2,0.0
R_THRA,0.0
R_THRD_L,0.0
R_ACLSm,0.03526095370095508
R_THRS,0.00174863924517152
R_THRTRS,0.0
R_THRTRSm,0.0
R_DHAD1m,0.03526095370095508
R_THRt2r,0.0
R_THYMt3r,0.0
R_THZPSN1_SC,0.0
R_THZPSN2_SC,0.0
R_TKT1,-0.0012650911078044428
R_DHAD2m,0.0005201286236272394
R_TMDK1,0.0
R_TMDPK,0.0
R_TMDPP,0.0
R_TMDPPK,0.0
R_ILETA,-0.0005201286236272394
R_TMN,0.0
R_TMPKr,0.0
R_TMPPP,0.0
R_IPMD,0.03424949519527718
R_TRDR,0.0004691518695000643
R_TRDRm,0.0
R_IPPMIa,-0.03424949519527718
R_IPPMIb,-0.03424949519527718
R_TREH,0.0
R_TREHv,0.0
R_TREt2,0.0
R_TREt2v,0.0
R_TRPO2,0.0
R_IPPSm,0.03424949519527718
R_TRPTRS,0.0
R_TRPTRSm,0.0
R_TRPt2m,0.0
R_TRPt2r,0.0
R_TTDCAt,0.0
R_TYRTA,0.19188063704651764
R_TYRTAi,0.0
R_TYRTAm,-0.1921076688770132
R_TYRTAp,0.0
R_TYRTRS,0.0
R_TYRTRSm,0.0
R_TYRt2m,0.1921076688770132
R_TYRt2p,0.0
R_TYRt2r,0.0
R_UDPACGLP,0.00933701286873289
R_UDPG4E,0.0
R_UGLYCHr,0.0
R_KARA1im,0.03526095370095508
R_UMPKn,0.0
R_UMPtn,0.0
R_UPP3MT,0.0
R_UPP3S,0.0
R_UPPDC1,0.0
R_UPPRT,0.0
R_URAt2,0.0
R_UREA2t2,0.0
R_UREASE,0.0
R_URIDK2r,-0.00010306017023922873
R_URIDK2rn,0.0
R_URIK1,0.0
R_URIK2,0.0
R_URIt2,0.0
R_KARA2im,0.0005201286236272394
R_VALTRS,0.0
R_VALTRSm,0.0
R_VALt2m,0.0
R_VALt2r,0.0
R_XANt,0.0
R_XPPT,0.0
R_XTSNt2,0.0
R_XYLK,0.0
R_XYLR,0.0
R_XYLTD_D,0.0
R_XYLTt,0.0
R_XYLt,0.0
R_YUMPS,0.0
R_ZYMSTt,0.0
R_ACAT_epist,0.0
R_ACAT_ergst,0.0
R_ACAT_fecost,0.0
R_ACAT_lanost,0.0
R_ACAT_zymst,0.0
R_DGL,0.0
R_DGRK_SC,0.0
R_LRO1_ps,2.4999870894092895e-07
R_MGL,0.0
R_PHOSPTD,0.0
R_PLB_lpc,0.0
R_PLB_lpe,0.0
R_PLB_lps,2.4999870894092895e-07
R_PLB_pc,0.0
R_PLB_pe,0.0
R_PLB_ps,0.0
R_PL_gpc,0.0
R_PL_gpe,0.0
R_PL_gps,2.4999870894092895e-07
R_SEH_epist,0.0
R_SEH_ergst,0.0
R_SEH_fecost,0.0
R_SEH_lanost,0.0
R_SEH_zymst,0.0
R_SEp_form,0.0
R_TGL,0.0
R_membrane_rSC4_bal,0.0
R_glycogen_c_tp,0.0
R_membrane_WOtag,0.0
R_rETOHt,0.4869357794318982
R_trehalose_c_tp,0.0
R_LEUTA,-0.0011173133396621701
R_DECDHG,0.0
R_DECH,0.0
R_DECFAO,0.0
R_HDCDHG,0.0
R_HDCH,0.0
R_HDCFAO,0.0
R_DDCDHG,0.0
R_DDCH,0.0
R_DDCFAO,0.0
R_FAO100p,0.0
R_FAO120p,0.0
R_FAO60p,0.0
R_FA60tp,0.0
R_HCAt,0.0
R_BUCAt,0.0
R_FA40tp,0.0
R_coatp,0.0
R_O2tp,0.0
R_exlip,0.0
R_dca_t,0.0
R_OMCDC,0.03424949519527718
R_TRIGSY_GLC_nlim,0.0
R_TRIGSY_GLYC,0.0008430789794517928
R_VALTA,-0.0010114585056779054
R_ACACTDC10p,0.0
R_ACACTDC12p,0.0
R_ACACTDC14p,0.0
R_ACACTDC16p,0.0
R_ACACTDC6p,0.0
R_ACACTDC8p,0.0
R_ACOAODC10p,0.0
R_ACOAODC12p,0.0
R_ACOAODC14p,0.0
R_ACOAODC16p,0.0
R_ACOAODC6p,0.0
R_ACOAODC8p,0.0
R_ALDDHD,0.0
R_ALDDHDD,0.0
R_ALDDHHD,0.0
R_DCAFAO,0.0
R_DCAH,0.0
R_DCCOAL10,0.0
R_DCCOAL12,0.0
R_DCCOAL16,0.0
R_DDCAFAO,0.0
R_DDCAH,0.0
R_ECOAHDC10p,0.0
R_ECOAHDC12p,0.0
R_ECOAHDC14p,0.0
R_ECOAHDC16p,0.0
R_ECOAHDC6p,0.0
R_ECOAHDC8p,0.0
R_HACDDC10p,0.0
R_HACDDC12p,0.0
R_HACDDC14p,0.0
R_HACDDC16p,0.0
R_HACDDC6p,0.0
R_HACDDC8p,0.0
R_HDCAFAO,0.0
R_HDCAH,0.0
R_C10DCte,0.0
R_C10DCtp,0.0
R_C12DCte,0.0
R_C12DCtp,0.0
R_C16DCte,0.0
R_C16DCtp,0.0
R_EX_decane(e),0.0
R_EX_dodec(e),0.0
R_EX_hedecane(e),0.0
R_EX_C10DC(e),0.0
R_EX_C12DC(e),0.0
R_EX_C16DC(e),0.0
R_ASPOcm,0.0
R_MTHFC,0.008240721832370313
R_MTHFD,0.008240721832370313
R_MTHFR3,0.005265129864465729
R_GLYCDx,0.0
R_DHFS,0.0
R_DHNPAm,0.0
R_L_LACtm,0.0
R_FACOAL160p,0.0
R_FTHFI,0.0
R_METS,0.005265129864465729
R_GTPCI,0.0
R_ACACCT,0.0
R_MTHFCm,0.0
R_MTHFD2,0.0
R_MTHFDm,0.0
R_QULNS,0.0
R_SPHPL,0.0
R_UGLT,0.0
R_oxogludeh(e),0.0
R_FACOAL60p,0.0
R_FACOAL40p,0.0
R_FAO40p,0.0
R_LEUDH,0.033132181855615006
R_MBCOAi,0.033132181855615006
R_MCCC,0.033132181855615006
R_MGCH,0.033132181855615006
